2020,Employment Status By Disability Status,Labor Force,Disabled,"Dorchester County, Maryland",1099,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Charles County, Maryland",4188,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Cecil County, Maryland",3453,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Carroll County, Maryland",4722,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1199,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2216,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",21374,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",19308,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Anne Arundel County, Maryland",15280,,,,
2020,Employment Status By Disability Status,Labor Force,Disabled,"Allegany County, Maryland",2462,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Worcester County, Maryland",1372,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Wicomico County, Maryland",5723,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Washington County, Maryland",4867,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Talbot County, Maryland",895,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"St Marys County, Maryland",2676,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Somerset County, Maryland",1327,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Queen Annes County, Maryland",662,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Prince Georges County, Maryland",25536,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Montgomery County, Maryland",22712,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Kent County, Maryland",781,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Howard County, Maryland",5247,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Harford County, Maryland",4906,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",818,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Frederick County, Maryland",5635,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1380,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Charles County, Maryland",2161,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Cecil County, Maryland",2289,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Carroll County, Maryland",2382,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1251,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1074,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",21263,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",26673,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Anne Arundel County, Maryland",9721,,,,
2020,Employment Status By Poverty Status,Labor Force,Below Poverty,"Allegany County, Maryland",2942,,,,
