Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-2311,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-2278,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-2737,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-2601,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-2682,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-2701,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,1818,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,2227,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,1877,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,1893,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,2192,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,1939,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,7143,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,6578,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1748,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,6900,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,6797,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,6905,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,3809,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,4174,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,4656,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,4239,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,4397,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,4425,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,4939,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2070,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2316,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2025,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2057,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,2222,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,1718,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,1814,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,1867,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,2114,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,2166,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,4277,
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,2029,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,3993,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,4303,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,4387,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,4287,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,4235,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,2416,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,7344,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,7601,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,7609,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,7529,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,7618,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,6099,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,5094,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,4616,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,4898,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,4937,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,5254,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,4783,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,13.7,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,14.2,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,13.5,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.3,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,13.5,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14.3,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,12.4,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,14.7,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,15,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,14.9,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,14.8,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,13.9,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,32.3,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,29.2,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,27.7,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,30.9,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,29.8,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,29,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,12.2,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,12.1,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,12.6,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,11.8,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,20.6,
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,9450,
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,9688,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,TBD,
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,10054,
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,10149,
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,10183,
Workers,Lower Shore WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,8689,
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,9779,
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,10547,
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,8134,
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,10265,
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,14871,
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,15183,
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,10515,
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,10024,
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,10034,
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,15444,
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,15466,
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,15497,
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,11354,
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,12418,
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,12330,
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,12673,
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,12444,
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,12798,
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,11395,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3455,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3435,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,3668,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,3792,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,3821,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4021,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,3660,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,3951,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4016,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4136,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,4118,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,3907,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,3896,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,3902,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,3855,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4022,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,3952,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4403,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4277,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4366,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4347,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4409,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4559,
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,5103,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,50,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,-42,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,-189,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,-132,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,40,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-375,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,228,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,97,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,164,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,90,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,-33,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-308,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,56,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,141,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,26,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,51,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,25,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,76,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,90,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,147,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,3,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,-52,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,25,
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,53,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,877,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,932,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,935,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,1070,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,1063,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,1143,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,1230,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,1153,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,1226,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,1096,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,1258,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,867,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,1359,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,1231,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,1368,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,1279,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,1108,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,1320,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,1240,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,1126,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,1152,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,1235,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,1195,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,1086,
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,1207,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,923,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,1097,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,1129,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,1320,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,1228,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,1633,
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,1105,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,1212,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,1266,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,1325,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,1290,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,1275,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,1428,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,1470,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,1403,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,1388,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,1435,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,1290,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.18,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.187,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.229,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.182,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.183,
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,1252,
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,1302,
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,1247,
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,1264,
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,1304,
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,1332,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,6.9,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,7.4,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,7.2,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,7.3,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,6.3,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,6.9,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q1,62,Health Care and Social Assistance,7.4,
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,6.5,
