Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,1647,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,1533,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,1719,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q4,72,Accommodation and Food Services,1875,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,205,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q1,72,Accommodation and Food Services,163,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q1,72,Accommodation and Food Services,340,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q1,72,Accommodation and Food Services,-1583,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,215,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q2,72,Accommodation and Food Services,697,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q1,72,Accommodation and Food Services,176,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,482,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,492,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,592,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,761,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-316,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-608,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-376,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-373,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-215,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-274,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,444,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-484,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-89,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-350,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-350,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-173,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-118,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,2403,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,2010,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,2669,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,2524,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,2596,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,2782,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1941,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,3304,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,3222,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,3353,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,3418,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,3706,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,1690,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,3460,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,3170,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,3439,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,3328,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,3618,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2337,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2856,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,2863,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2471,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2744,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,3050,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,2119,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,2341,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,2854,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,2420,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,2665,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,2797,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,4727,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,2962,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,3271,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,3396,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,3368,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,3201,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,2714,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,3703,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,4005,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,4041,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,3975,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,4079,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,3259,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,2899,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,3176,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,3149,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,3176,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,3660,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,2808,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,15.3,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,16.1,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,16.1,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.9,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,15.6,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,15.8,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,16.3,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,17.4,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,17.4,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.9,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,16.5,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,16.9,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,17.1,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,16.6,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,17.3,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,13.3,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,16.4,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,17.7,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,15.8,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,16.5,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,16.4,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,15.7,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,21.1,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,TBD,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,10145,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,10536,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,11276,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,10858,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,11046,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,11876,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,9889,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,10871,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,10433,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,11117,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,11035,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,11191,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,11451,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,10126,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,11336,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,11572,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,12443,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,9536,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,11681,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,11073,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,10878,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,11297,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,12239,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,9985,
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,11219,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3572,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,3952,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,3874,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4087,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3657,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4272,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,3606,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4115,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,3725,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,3970,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4123,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,4046,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,3927,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4289,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4053,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,3863,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,3975,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4436,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4248,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4089,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4416,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4579,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4716,
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,5433,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,-58,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,119,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,88,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,78,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,45,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-646,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,41,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,112,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,206,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,-152,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,-37,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-850,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,31,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,4,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,4,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,30,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,63,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,102,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,-55,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,11,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,112,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,33,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,42,
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,75,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,1184,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,1185,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,1054,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,1592,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,1434,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,1441,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,1243,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,1567,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,1235,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,1196,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,1329,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,1357,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,796,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,1610,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,1435,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,1612,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,1578,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,1510,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,1301,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,1276,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,1186,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,1199,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,1404,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,1245,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,1357,
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,1439,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,1310,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,1237,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,1653,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,1635,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,2509,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,1321,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,1352,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,1377,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,1468,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,1552,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,1748,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,1707,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,1792,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,1645,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,1519,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,1664,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,1556,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.197,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.207,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.195,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.201,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.24,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,1454,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,1386,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,1463,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,1591,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,8,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,1515,
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,1586,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,8.2,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,8.9,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,7.9,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,8.4,
