Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,2063,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-169,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-69,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-117,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-487,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,168,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,5535,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-671,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,5795,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,7537,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,6563,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,6682,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,4353,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,7057,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,8099,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,7560,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,8443,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,3527,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,8358,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,7757,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,7456,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,8642,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,8502,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,8073,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,5871,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,6484,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,6656,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,6934,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,7253,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,7901,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,5874,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,7707,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,6368,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,7148,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,7184,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,15759,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,7605,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,7476,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,8453,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,8404,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,8991,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,7037,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,9190,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,8429,
Separations,Prince Georges WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,9788,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,5222,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,9750,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,9681,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,7876,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,7218,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,7327,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,8031,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,8445,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,7131,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,14.5,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,14.3,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,18.8,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,13.1,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,8900,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,16.4,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,14,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,15.1,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,14,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,15.2,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,13.4,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,13.7,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,15.5,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,14.1,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,13.8,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,14.3,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,12.9,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,8015,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,16.7,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,14.6,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,14.9,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,13.9,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,13.6,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,23,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,TBD,
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,26593,
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,27894,
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,32128,
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,32099,
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,33022,
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,33308,
Workers,Prince Georges WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,23794,
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,26776,
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,33070,
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,32470,
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,25446,
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,32650,
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,27999,
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,28325,
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,33300,
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,33475,
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,22440,
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,28888,
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,33845,
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,27982,
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,32774,
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,32929,
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,28132,
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,32997,
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,24553,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3992,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3935,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,4362,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4434,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4416,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4725,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,4198,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,4273,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,4362,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4567,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4485,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,4757,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,4244,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4530,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4414,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4537,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,4431,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4624,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4682,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4459,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4556,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4767,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4897,
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,5693,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,66,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,434,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,253,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,351,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-1232,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,43,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,116,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,242,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,225,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,411,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,109,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-1638,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,-170,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,314,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,241,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,-129,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,348,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,545,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,-215,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,273,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,-98,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,48,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,279,
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,-243,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,2999,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,2969,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,3530,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,3550,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,3438,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,3443,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,3056,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,3329,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,3398,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,3880,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,3694,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,3691,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,2367,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,4090,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,4260,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,3758,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,3992,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,4016,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,3077,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,3900,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,3679,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,3371,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,3437,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,3751,
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,3314,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,3290,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,3474,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,3591,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,3351,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,3823,
Separations,Prince Georges WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,3498,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,3691,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,3938,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,5063,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,3948,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,3986,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,4505,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,4162,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,4179,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,4992,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,4200,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,3411,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,4301,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.215,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.209,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.215,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.204,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.271,
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,3899,
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,3924,
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,4313,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,4060,
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,4497,
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,3844,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,8.3,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,8.4,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,8.9,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,8.7,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,8.2,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q1,62,Health Care and Social Assistance,10,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,8.5,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,8.6,
