Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.7,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14.4,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,15.2,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,17.4,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.3,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,16.1,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,15.3,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,17,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,16,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,15.4,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,16.7,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,15.4,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,16.3,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,14.1,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,14.2,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,14.8,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,27.6,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,15.1,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,TBD,
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,22928,
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,22886,
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,23715,
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,22280,
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,23254,
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,13667,
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,23520,
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,23118,
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,23475,
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,23306,
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,23497,
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,24000,
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,15499,
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,24047,
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,24301,
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,24510,
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,24667,
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,24520,
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,13294,
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,23288,
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,23742,
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,24063,
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,23916,
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,24182,
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,14523,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,4877,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,4557,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,4794,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4927,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,5055,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,5242,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,4558,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,4721,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,5149,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,5178,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,5427,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,5349,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,5056,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,5221,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,5124,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,5055,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4908,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,5322,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,5420,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,5318,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,5525,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,5453,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,6187,
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,5620,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,1867,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,269,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,651,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,73,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,689,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-1210,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,-1182,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,642,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,572,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,556,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-1820,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,296,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,415,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,95,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,483,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,10,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,427,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,210,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,1241,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,198,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,94,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,54,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,-166,
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,1832,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,4509,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,5167,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,4933,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,5338,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,5738,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,5606,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,4998,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,5441,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,6034,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,5821,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,6452,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,4590,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,7221,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,7052,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,5965,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,6636,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,6544,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,7329,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,5753,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,5649,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,5780,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,5719,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,6091,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,6293,
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,6411,
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,5024,
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,4889,
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,5399,
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,5800,
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,7591,
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,5190,
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,6837,
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,5559,
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,6131,
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,6582,
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,6409,
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,7012,
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,7145,
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,7159,
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,7163,
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,7458,
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,7564,
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,6733,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.211,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.213,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.206,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.219,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.26,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,6558,
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,6498,
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,6281,
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,6799,
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,7462,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,7.2,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,6.3,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,6,
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,5768,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,6.3,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,6.6,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,62,Health Care and Social Assistance,6.9,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,6.6,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,6.4,
