Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,-457,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,1482,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,1754,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,1444,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-141,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,1505,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-473,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-467,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-612,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-153,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-669,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,903,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-350,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-756,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-724,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-691,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-642,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-386,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,2158,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,2396,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,2572,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,2831,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,2684,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,3740,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,2491,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1822,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,3964,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,4351,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,4354,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,4084,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,1525,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,3551,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,4239,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,3883,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,4206,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,4205,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,2974,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2836,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2736,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2874,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,2136,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,2756,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2950,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,2663,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,2707,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,3036,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,3044,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,5884,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,3415,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,3330,
Separations,Susquehanna WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,3533,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,3378,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,3772,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,3563,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,2096,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,5262,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,4618,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,5209,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,5183,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,3375,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,5046,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,3457,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,3871,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,3765,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,3894,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,3679,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,2838,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,16.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,16.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,15.1,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.6,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,15.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,14.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,TBD,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,16.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,17.4,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.9,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,16.9,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,17.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,16.6,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,19.1,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,19.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,19.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,19.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,19.2,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,14.5,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,16.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,17.6,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,18.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,25.7,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,18.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,TBD,
Workers,Susquehanna WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,10957,
Workers,Susquehanna WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,11025,
Workers,Susquehanna WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,12094,
Workers,Susquehanna WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,11459,
Workers,Susquehanna WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,12054,
Workers,Susquehanna WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,12243,
Workers,Susquehanna WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,9633,
Workers,Susquehanna WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,10699,
Workers,Susquehanna WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,11185,
Workers,Susquehanna WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,11695,
Workers,Susquehanna WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,11651,
Workers,Susquehanna WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,12028,
Workers,Susquehanna WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,9244,
Workers,Susquehanna WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,11874,
Workers,Susquehanna WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,12662,
Workers,Susquehanna WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,12811,
Workers,Susquehanna WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,13370,
Workers,Susquehanna WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,13369,
Workers,Susquehanna WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,9121,
Workers,Susquehanna WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,11406,
Workers,Susquehanna WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,12751,
Workers,Susquehanna WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,12203,
Workers,Susquehanna WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,12929,
Workers,Susquehanna WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,10014,
Workers,Susquehanna WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,12696,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,4057,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3616,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3354,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4206,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4355,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4579,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,3406,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,3988,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,4014,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4299,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,3463,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4300,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,3651,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4158,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4145,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4443,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,4306,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4077,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4060,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4265,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4388,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4446,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4489,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,127,
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,4529,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,2587,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,89,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,92,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,147,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-632,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,-2524,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,236,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,40,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-4433,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,25,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,153,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,96,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,1,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,199,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,-36,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,181,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,31,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,-11,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,62,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,73,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,91,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,12,
Job Change,Susquehanna WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,5,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,1287,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,1395,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,1479,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,1385,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,1539,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,1683,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,1261,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,1426,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,1465,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,1400,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,1558,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,1574,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,1546,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,1792,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,1062,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,1752,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,1667,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,1368,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,1994,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,1309,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,1477,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,1576,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,1485,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,1491,
New Hires,Susquehanna WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,1687,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,1297,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,1415,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,1441,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,1535,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,2473,
Separations,Susquehanna WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,4118,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,1380,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,1708,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,1606,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,1648,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,5616,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,1614,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,1961,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,1457,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,1939,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,1851,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,2004,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,1684,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.203,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.194,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.195,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.204,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.239,
Separations,Susquehanna WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,1544,
Separations,Susquehanna WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,1583,
Separations,Susquehanna WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,1806,
Separations,Susquehanna WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,1669,
Separations,Susquehanna WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,1693,
Separations,Susquehanna WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,1735,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,17.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,7.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,7.7,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2021Q1,62,Health Care and Social Assistance,TBD,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,8.3,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2020Q1,62,Health Care and Social Assistance,24.5,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,8.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,8.8,
Turnover,Susquehanna WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,16.9,
